age,sex,education,income_respondent,children_in_household,marital_status,feelings_life,has_partner
47.9,Female,"University certificate, diploma or degree above the bach...","$100,000 to $ 124,999",No child,"Single, never married",9,0
77.4,Female,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",No child,Married,10,1
24.3,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Living common-law,10,1
46.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",One child,Married,8,1
70.5,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Widowed,10,0
41.8,Male,Less than high school diploma or its equivalent,"$25,000 to $49,999",One child,Married,7,1
80,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,10,1
71.8,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Widowed,7,0
49.1,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",No child,Living common-law,10,1
32.8,Male,"University certificate, diploma or degree above the bach...","$50,000 to $74,999",No child,Married,7,1
41.7,Male,Less than high school diploma or its equivalent,"$50,000 to $74,999",No child,Married,5,1
53.8,Male,University certificate or diploma below the bachelor's level,"$75,000 to $99,999",One child,Married,9,1
35.5,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",One child,"Single, never married",10,0
16,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,"Single, never married",8,0
48.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$125,000 and more",Two children,Married,8,1
45.7,Male,Trade certificate or diploma,"$25,000 to $49,999",No child,"Single, never married",8,0
44.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,"Single, never married",9,0
30.3,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",No child,Married,10,1
30.3,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,"Single, never married",7,0
65.7,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Separated,8,0
36.2,Male,Trade certificate or diploma,"$75,000 to $99,999",No child,"Single, never married",7,0
70.7,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",No child,Married,9,1
45.8,Male,University certificate or diploma below the bachelor's level,"$75,000 to $99,999",Two children,Married,8,1
70.3,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Divorced,8,0
29.1,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Married,7,1
35.8,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",8,0
45.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",One child,Living common-law,9,1
57.8,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,Divorced,8,0
48.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",One child,Married,8,1
70.9,Male,Trade certificate or diploma,"Less than $25,000",No child,Married,10,1
75.2,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Married,7,1
27.5,Male,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Living common-law,8,1
58.5,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Divorced,6,0
47.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",One child,Married,9,1
52.8,Female,Less than high school diploma or its equivalent,"$50,000 to $74,999",No child,Married,9,1
68.8,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Married,7,1
62.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$100,000 to $ 124,999",No child,Living common-law,5,1
80,Female,University certificate or diploma below the bachelor's level,"$25,000 to $49,999",No child,Widowed,10,0
59.4,Male,Trade certificate or diploma,"Less than $25,000",No child,Divorced,3,0
66.2,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Married,8,1
57.9,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",8,0
57.3,Male,Less than high school diploma or its equivalent,"$50,000 to $74,999",No child,Married,9,1
49.5,Female,Trade certificate or diploma,"$50,000 to $74,999",No child,Divorced,8,0
71.3,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,8,1
76.9,Male,"University certificate, diploma or degree above the bach...","$125,000 and more",No child,Married,8,1
80,Female,"University certificate, diploma or degree above the bach...","$25,000 to $49,999",No child,Married,9,1
80,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Divorced,10,0
27.9,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Living common-law,9,1
54.4,Male,Less than high school diploma or its equivalent,"$25,000 to $49,999",No child,Living common-law,10,1
37.3,Male,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,Living common-law,7,1
61.3,Male,"University certificate, diploma or degree above the bach...","$100,000 to $ 124,999",No child,Married,9,1
61.2,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Married,10,1
37.8,Male,"University certificate, diploma or degree above the bach...","$100,000 to $ 124,999",One child,Married,8,1
34.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",Two children,Married,10,1
64.7,Female,Less than high school diploma or its equivalent,"$25,000 to $49,999",No child,"Single, never married",10,0
70.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",No child,Divorced,9,0
57.5,Male,Less than high school diploma or its equivalent,"Less than $25,000",No child,Living common-law,5,1
24.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",No child,"Single, never married",10,0
74.9,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,10,1
59.8,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Married,7,1
33.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",Two children,Separated,8,0
33.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,"Single, never married",8,0
48.7,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Living common-law,7,1
28.4,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,"Single, never married",7,0
43.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",One child,Living common-law,8,1
78.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",No child,Married,10,1
51.2,Male,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",7,0
51.6,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,"Single, never married",8,0
68.8,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Married,8,1
40.1,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",One child,Living common-law,7,1
31.7,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",Two children,Married,8,1
76.7,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Married,10,1
53.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,Living common-law,7,1
37.9,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",8,0
70.9,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Widowed,9,0
68.3,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Living common-law,8,1
63,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Widowed,10,0
58.8,Male,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Married,8,1
29.3,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",10,0
56.8,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",10,0
48.4,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Married,9,1
52.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",No child,"Single, never married",9,0
64.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,Married,8,1
53.6,Male,Trade certificate or diploma,"Less than $25,000",One child,Married,9,1
63.9,Male,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,Married,8,1
51.2,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Married,8,1
64.2,Male,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,Married,8,1
60.5,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,"Single, never married",7,0
39.8,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",Two children,Married,7,1
58.4,Female,"University certificate, diploma or degree above the bach...","$75,000 to $99,999",No child,"Single, never married",6,0
57.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",No child,"Single, never married",7,0
35.5,Male,Trade certificate or diploma,"$50,000 to $74,999",One child,Living common-law,8,1
64.5,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,"Single, never married",8,0
56.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,"Single, never married",7,0
72.3,Female,"University certificate, diploma or degree above the bach...","$50,000 to $74,999",No child,Married,8,1
42.8,Female,"University certificate, diploma or degree above the bach...","$75,000 to $99,999",One child,Married,5,1
42.8,Male,"College, CEGEP or other non-university certificate or di...","$125,000 and more",Two children,Living common-law,9,1
56.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,"Single, never married",8,0
80,Female,Trade certificate or diploma,"$25,000 to $49,999",No child,Widowed,9,0
28.6,Male,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Living common-law,9,1
46.7,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Living common-law,3,1
79.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,"Single, never married",9,0
65.2,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Married,9,1
80,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Married,9,1
71.1,Female,"College, CEGEP or other non-university certificate or di...","$75,000 to $99,999",No child,Married,8,1
52.4,Male,Trade certificate or diploma,"Less than $25,000",Two children,"Single, never married",7,0
59.1,Male,"College, CEGEP or other non-university certificate or di...","$75,000 to $99,999",No child,Married,9,1
38.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",No child,"Single, never married",7,0
80,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Widowed,9,0
46.8,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Separated,9,0
61.1,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Married,10,1
